	Kingdom	Phylum	Class	Order	Family	Genus
ASV_3519	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA
ASV_3520	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV_3521	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
ASV_3522	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3523	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	BD2-3	NA
ASV_3524	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA
ASV_3525	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus
ASV_3526	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA
ASV_3527	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	Psychromonas
ASV_3528	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_3529	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3530	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_3531	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter
ASV_3532	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Francisella
ASV_3533	Bacteria	NA	NA	NA	NA	NA
ASV_3534	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3535	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_3536	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_3537	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_3538	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_3539	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3540	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_3541	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_3542	Bacteria	Acidobacteriota	Acidobacteriae	PAUC26f	NA	NA
ASV_3543	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3544	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_3545	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_3546	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3547	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_3548	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_3549	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_3550	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_3551	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	NA	NA
ASV_3552	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3553	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_3554	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_3555	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca
ASV_3556	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3557	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3558	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade
ASV_3559	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium
ASV_3560	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
ASV_3561	Bacteria	NA	NA	NA	NA	NA
ASV_3562	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3563	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_3564	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA
ASV_3565	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_3566	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_3567	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5	NA	NA
ASV_3568	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_3569	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_3570	Bacteria	Myxococcota	Polyangia	VHS-B3-70	NA	NA
ASV_3571	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_3572	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_3573	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_3574	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_3575	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA
ASV_3576	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA
ASV_3577	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_3578	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV_3579	Bacteria	Myxococcota	Polyangia	NA	NA	NA
ASV_3580	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3581	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group
ASV_3582	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_3583	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	MSB-3C8	NA
ASV_3584	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_3585	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_3586	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3587	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	LiUU-11-161	NA
ASV_3588	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA
ASV_3589	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	NA
ASV_3590	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_3591	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3592	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_3593	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA
ASV_3594	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA
ASV_3595	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_3596	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna
ASV_3597	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3598	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_3599	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV_3600	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_3601	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oceanirhabdus
ASV_3602	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
ASV_3603	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3604	Bacteria	Desulfobacterota	NA	NA	NA	NA
ASV_3605	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3606	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_3607	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA
ASV_3608	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
ASV_3609	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas
ASV_3610	Bacteria	Latescibacterota	NA	NA	NA	NA
ASV_3611	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3612	Bacteria	NA	NA	NA	NA	NA
ASV_3613	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga
ASV_3614	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3615	Bacteria	NA	NA	NA	NA	NA
ASV_3616	Bacteria	Sva0485	NA	NA	NA	NA
ASV_3617	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_3618	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_3619	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23
ASV_3620	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3621	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
ASV_3622	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	NA
ASV_3623	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3624	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_3625	Bacteria	NA	NA	NA	NA	NA
ASV_3626	Bacteria	Chloroflexi	Anaerolineae	SJA-15	NA	NA
ASV_3627	Bacteria	Nitrospinota	P9X2b3D02	NA	NA	NA
ASV_3628	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA
ASV_3629	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3630	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
ASV_3631	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
ASV_3632	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3633	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1	NA	NA
ASV_3634	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	NA
ASV_3635	Bacteria	Myxococcota	NA	NA	NA	NA
ASV_3636	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_3637	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_3638	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_3639	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3640	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_3641	Bacteria	Cyanobacteria	Cyanobacteriia	SepB-3	NA	NA
ASV_3642	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3643	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	NA
ASV_3644	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_3645	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_3646	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_3647	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_3648	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3649	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	NA	NA
ASV_3650	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
ASV_3651	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_3652	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3653	Bacteria	Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinivibrionaceae	possible genus 03
ASV_3654	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_3655	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_3656	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA
ASV_3657	Bacteria	Planctomycetota	Phycisphaerae	mle1-8	NA	NA
ASV_3658	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3659	Bacteria	Myxococcota	Polyangia	NA	NA	NA
ASV_3660	Bacteria	WPS-2	NA	NA	NA	NA
ASV_3661	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_3662	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_3663	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
ASV_3664	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA
ASV_3665	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3666	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3667	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_3668	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	FS142-36B-02
ASV_3669	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_3670	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula
ASV_3671	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3672	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3673	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	NA
ASV_3674	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA
ASV_3675	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA
ASV_3676	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_3677	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_3678	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3679	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3680	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_3681	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV_3682	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_3683	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_3684	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3685	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3686	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3687	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3688	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales Incertae Sedis	Constrictibacter
ASV_3689	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	NA	NA
ASV_3690	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_3691	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3692	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_3693	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_3694	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_3695	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_3696	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	NA
ASV_3697	Bacteria	NA	NA	NA	NA	NA
ASV_3698	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA
ASV_3699	Bacteria	Planctomycetota	Phycisphaerae	mle1-8	NA	NA
ASV_3700	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna
ASV_3701	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetovibrio
ASV_3702	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	NA
ASV_3703	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA
ASV_3704	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_3705	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
ASV_3706	Bacteria	Acidobacteriota	d142	NA	NA	NA
ASV_3707	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV_3708	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3709	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA
ASV_3710	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	TG3	NA
ASV_3711	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gramella
ASV_3712	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
ASV_3713	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_3714	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	TG3	NA
ASV_3715	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_3716	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
ASV_3717	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA
ASV_3718	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3719	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA
ASV_3720	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA
ASV_3721	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis ANT.LACV5.1
ASV_3722	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7
ASV_3723	Bacteria	NA	NA	NA	NA	NA
ASV_3724	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_3725	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3726	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA
ASV_3727	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3728	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
ASV_3729	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10 marine group
ASV_3730	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
ASV_3731	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_3732	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_3733	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SH3-11
ASV_3734	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA
ASV_3735	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_3736	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC AAA011-D5	NA
ASV_3737	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus
ASV_3738	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_3739	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	NA
ASV_3740	Bacteria	Latescibacterota	NA	NA	NA	NA
ASV_3741	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
ASV_3742	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Fokiniaceae	MD3-55
ASV_3743	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Kangiellaceae	Pleionea
ASV_3744	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	NA
ASV_3745	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA
ASV_3746	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA
ASV_3747	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV_3748	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_3749	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	NA	NA
ASV_3750	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_3751	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Neptuniibacter
ASV_3752	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	NA
ASV_3753	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Bernardetia
ASV_3754	Bacteria	Planctomycetota	028H05-P-BN-P5	NA	NA	NA
ASV_3755	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7
ASV_3756	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
ASV_3757	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3758	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_3759	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
ASV_3760	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Candidatus Hepatincola	NA
ASV_3761	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23
ASV_3762	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV_3763	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	SM23-31
ASV_3764	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3765	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3766	Bacteria	NA	NA	NA	NA	NA
ASV_3767	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA
ASV_3768	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_3769	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA
ASV_3770	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	BD2-3	NA
ASV_3771	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_3772	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA
ASV_3773	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3774	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV_3775	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Sedimenticola
ASV_3776	Bacteria	Acidobacteriota	Subgroup 21	NA	NA	NA
ASV_3777	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3778	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
ASV_3779	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_3780	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Thalassotalea
ASV_3781	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3782	Bacteria	PAUC34f	NA	NA	NA	NA
ASV_3783	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3784	Bacteria	NA	NA	NA	NA	NA
ASV_3785	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3786	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	NA
ASV_3787	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
ASV_3788	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_3789	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
ASV_3790	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_3791	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV_3792	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3793	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_3794	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas
ASV_3795	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	Oceanicoccus
ASV_3796	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_3797	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_3798	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	NA	NA
ASV_3799	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV_3800	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus
ASV_3801	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV_3802	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
ASV_3803	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	NA
ASV_3804	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_3805	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_3806	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV_3807	Bacteria	Verrucomicrobiota	Lentisphaeria	NA	NA	NA
